Drug_targetID,UniProt_ID,DrugBank_ID
DT16718,P09848, DB04564
DT16719,P09848, DB04659
DT16720,P09848, DB04779
DT16721,P09848, DB08558
DT16722,Q6PYX1,DB08545
DT16723,Q5LI27,DB08554
DT16724,P01615,DB08562
DT16725,P55196,DB08574
DT16726,Q02054,DB08585
DT16727,Q02054, DB08586
DT16728,Q9NWZ3,DB08590
DT16729,Q9NWZ3, DB12010
DT16730,P15636,DB08603
DT16731,Q6GI75,DB08604
DT16732,Q6GI75, DB11155
DT16733,Q15119,DB08608
DT16734,Q15119, DB08609
DT16735,Q15119, DB08610
DT16736,Q9UKY3,DB08612
DT16737,P26447,DB00831
DT16738,P26447, DB09130
DT16739,P9WQD9,DB04302
DT16740,P14550,DB02383
DT16741,P14550, DB03461
DT16742,P14550, DB09130
DT16743,O60218,DB00605
DT16744,O60218, DB02021
DT16745,O60218, DB02383
DT16746,O60218, DB03461
DT16747,O60218, DB06246
DT16748,O60218, DB08772
DT16749,P29894,DB08646
DT16750,P22619,DB08646
DT16751,P29899,DB08646
DT16752,Q8VUS8,DB08646
DT16753,Q8VUT0,DB08646
DT16754,Q8VUS7,DB08646
DT16755,P0A9J8,DB08648
DT16756,P9WIB9,DB08648
DT16757,P84887,DB08649
DT16758,P84887, DB08652
DT16759,P84887, DB08653
DT16760,P84887, DB08767
DT16761,P84888,DB08649
DT16762,P84888, DB08652
DT16763,P84888, DB08653
DT16764,P84888, DB08767
DT16765,P04390,DB08651
DT16766,Q92793,DB02587
DT16767,Q92793, DB08655
DT16768,Q9FBC5,DB08657
DT16769,Q5UPJ7,DB03978
DT16770,Q86WA6,DB03380
DT16771,Q9KFR4,DB03374
DT16772,P33590,DB03374
DT16773,Q6PHW0,DB03374
DT16774,Q54276,DB04520
DT16775,Q3JP94,DB08685
DT16776,Q9NPJ3,DB08688
DT16777,P0AEG4,DB08689
DT16778,P0A6M2,DB08689
DT16779,P0A6M2, DB08690
DT16780,Q72LA5,DB08689
DT16781,Q72LA4,DB08689
DT16782,Q72LA6,DB08689
DT16783,Q15648,DB04891
DT16784,Q9ZLT0,DB08698
DT16785,Q13555,DB06616
DT16786,Q13555, DB08699
DT16787,Q13555, DB12010
DT16788,P26661,DB08701
DT16789,P80192,DB08703
DT16790,P80192, DB12010
DT16791,Q7SIA5,DB08717
DT16792,O92972,DB08747
DT16793,A7J8L3,DB08748
DT16794,Q672W7,DB08753
DT16795,Q672W7, DB08754
DT16796,Q9X6R4,DB03535
DT16797,Q9HBL8,DB08784
DT16798,P16218,DB08785
DT16799,Q92952,DB16733
DT16800,Q9H2S1,DB16733
DT16801,Q9UGI6,DB04209
DT16802,Q9UGI6, DB16733
DT16803,Q02768,DB01117
DT16804,P0AFI5,DB01331
DT16805,O43739,DB01863
DT16806,O43739, DB03344
DT16807,P62312,DB02745
DT16808,P62312, DB03685
DT16809,P62312, DB04272
DT16810,O25608,DB00916
DT16811,O14792,DB01812
DT16812,P32019,DB03158
DT16813,P49247,DB01756
DT16814,O43612,DB03088
DT16815,Q9H2P9,DB01752
DT16816,Q9Y3I0,DB02772
DT16817,Q9BY32,DB04272
DT16818,Q99470,DB02201
DT16819,Q15796,DB04522
DT16820,O60678,DB01752
DT16821,Q14565,DB03366
DT16822,P15170,DB04315
DT16823,Q9Y6I3,DB03316
DT16824,Q9Y6I3, DB03401
DT16825,P04179,DB03297
DT16826,P04179, DB04436
DT16827,P00558,DB03909
DT16828,P00558, DB04510
DT16829,P00558, DB09130
DT16830,P00558, DB11638
DT16831,Q16762,DB02761
DT16832,P19961,DB01870
DT16833,P19961, DB02218
DT16834,P19961, DB02379
DT16835,P19961, DB02730
DT16836,P19961, DB03088
DT16837,P19961, DB03092
DT16838,P19961, DB03277
DT16839,P19961, DB03323
DT16840,P19961, DB04417
DT16841,O75390,DB01969
DT16842,O75390, DB01992
DT16843,O75390, DB02637
DT16844,O75390, DB03182
DT16845,O75390, DB03499
DT16846,O75390, DB04230
DT16847,O75390, DB04272
DT16848,P13929,DB01709
DT16849,P13929, DB01819
DT16850,P13929, DB02726
DT16851,P13929, DB03645
DT16852,P36871,DB02835
DT16853,P36871, DB04397
DT16854,P15259,DB01681
DT16855,P15259, DB04510
DT16856,P29508,DB03929
DT16857,P29508, DB04522
DT16858,Q03403,DB03088
DT16859,P0CG04,DB03088
DT16860,P02144,DB01710
DT16861,P02144, DB01826
DT16862,P02144, DB02073
DT16863,P02144, DB02379
DT16864,P02144, DB02396
DT16865,P02144, DB02528
DT16866,P02144, DB02646
DT16867,P02144, DB02671
DT16868,P02144, DB03366
DT16869,P02144, DB03385
DT16870,P02144, DB03399
DT16871,P02144, DB04050
DT16872,P02144, DB04337
DT16873,P02144, DB09112
DT16874,P02144, DB11588
DT16875,P08670,DB11638
DT16876,P08670, DB12695
DT16877,P20472,DB01942
DT16878,Q96BH3,DB03945
DT16879,Q6L8H2,DB02379
DT16880,P11172,DB02890
DT16881,O43169,DB12695
DT16882,P22694,DB02482
DT16883,P22694, DB12010
DT16884,P07108,DB01992
DT16885,P07108, DB03381
DT16886,P54819,DB01717
DT16887,P54819, DB03366
DT16888,Q92930,DB02082
DT16889,Q92930, DB04315
DT16890,Q9Y6L7,DB01989
DT16891,P22570,DB03147
DT16892,P22570, DB03461
DT16893,Q8IWL2,DB03814
DT16894,P11226,DB01818
DT16895,P11226, DB01979
DT16896,P11226, DB02837
DT16897,P11226, DB03194
DT16898,P11226, DB03721
DT16899,P11226, DB03879
DT16900,P11226, DB04426
DT16901,P19622,DB03309
DT16902,P51149,DB04315
DT16903,P04053,DB02189
DT16904,P17600,DB02930
DT16905,P35749,DB04444
DT16906,P51178,DB03401
DT16907,P51178, DB03956
DT16908,P63096,DB04315
DT16909,P63096, DB04444
DT16910,Q701N4,DB02379
DT16911,Q701N4, DB03088
DT16912,P09382,DB03345
DT16913,P09382, DB04396
DT16914,P09382, DB04447
DT16915,P09382, DB11638
DT16916,P09382, DB13123
DT16917,P20645,DB01272
DT16918,P20645, DB02755
DT16919,P20645, DB02900
DT16920,P15813,DB04661
DT16921,Q9NPH2,DB01840
DT16922,Q9NPH2, DB04516
DT16923,Q9NPH2, DB09462
DT16924,P31323,DB02527
DT16925,P46976,DB01861
DT16926,P46976, DB03435
DT16927,P09250,DB00194
DT16928,P30084,DB02563
DT16929,P30084, DB02910
DT16930,P30084, DB03059
DT16931,P30084, DB04117
DT16932,P30084, DB09568
DT16933,Q7Z4J2,DB01861
DT16934,Q7Z4J2, DB02379
DT16935,Q7Z4J2, DB03435
DT16936,Q7Z4J2, DB03685
DT16937,Q7Z4J2, DB04465
DT16938,P22459,DB02299
DT16939,P22459, DB06637
DT16940,P37108,DB11638
DT16941,Q99798,DB01727
DT16942,Q99798, DB03964
DT16943,Q99798, DB04072
DT16944,Q99798, DB04351
DT16945,Q99798, DB04562
DT16946,P10600,DB03316
DT16947,Q9UHQ9,DB03147
DT16948,P46459,DB01902
DT16949,O14594,DB02379
DT16950,O14594, DB04396
DT16951,O14594, DB08818
DT16952,P20823,DB04419
DT16953,P51003,DB01860
DT16954,P51003, DB02153
DT16955,P51003, DB03896
DT16956,P35241,DB03401
DT16957,P26572,DB03397
DT16958,Q03393,DB00688
DT16959,Q03393, DB03886
DT16960,Q14643,DB03401
DT16961,Q14643, DB09462
DT16962,P19835,DB04348
DT16963,P78352,DB00536
DT16964,P78352, DB01972
DT16965,P21283,DB01694
DT16966,P21283, DB09552
DT16967,P19883,DB01666
DT16968,P48735,DB01727
DT16969,P48735, DB13874
DT16970,P68104,DB01593
DT16971,P68104, DB04315
DT16972,P68104, DB09130
DT16973,P68104, DB11638
DT16974,P68104, DB14487
DT16975,P68104, DB14533
DT16976,P68104, DB14548
DT16977,P07478,DB01805
DT16978,P07478, DB01973
DT16979,P07478, DB02464
DT16980,P07478, DB03127
DT16981,P07478, DB03976
DT16982,P07478, DB04325
DT16983,P07478, DB04410
DT16984,P62837,DB02418
DT16985,P16930,DB01677
DT16986,P16930, DB01762
DT16987,P16930, DB01832
DT16988,Q12965,DB03366
DT16989,P20339,DB02467
DT16990,P20339, DB04137
DT16991,P20339, DB04315
DT16992,P40616,DB04315
DT16993,Q96MA6,DB01717
DT16994,P50897,DB02035
DT16995,P50897, DB03796
DT16996,P0CG29,DB04132
DT16997,P49411,DB01593
DT16998,P49411, DB04315
DT16999,P49411, DB14487
DT17000,P49411, DB14533
DT17001,P49411, DB14548
DT17002,P49913,DB02345
DT17003,P50607,DB02028
DT17004,P35398,DB01990
DT17005,P35398, DB04540
DT17006,Q9NTG7,DB02059
DT17007,P29323,DB04395
DT17008,P29323, DB12010
DT17009,P29323, DB12843
DT17010,P09104,DB02726
DT17011,Q9GZU7,DB04156
DT17012,Q9GZU7, DB04272
DT17013,P61024,DB00472
DT17014,P61024, DB02681
DT17015,P49368,DB04395
DT17016,P49368, DB11638
DT17017,P61457,DB04400
DT17018,P62166,DB11093
DT17019,P62166, DB11348
DT17020,P62166, DB14481
DT17021,P62491,DB01864
DT17022,P62491, DB04315
DT17023,P62826,DB04315
DT17024,P0CG47,DB02542
DT17025,P11233,DB04315
DT17026,Q6UWN8,DB02107
DT17027,Q8NFW8,DB02485
DT17028,P05062,DB02512
DT17029,P05062, DB02515
DT17030,P05062, DB04326
DT17031,Q96RQ9,DB03147
DT17032,Q96RQ9, DB03214
DT17033,Q96RQ9, DB04166
DT17034,Q96RQ9, DB04272
DT17035,Q5SHF5,DB03570
DT17036,O75976,DB04489
DT17037,P14621,DB01942
DT17038,P62258,DB01780
DT17039,P62258, DB12695
DT17040,O14874,DB02930
DT17041,P55072,DB04395
DT17042,P55072, DB12695
DT17043,P22314,DB04119
DT17044,P22314, DB04216
DT17045,Q86YB8,DB01902
DT17046,Q86YB8, DB03147
DT17047,Q9NYQ3,DB03247
DT17048,Q92993,DB01992
DT17049,Q92993, DB02039
DT17050,O60493,DB04530
DT17051,P55789,DB03147
DT17052,O60264,DB02379
DT17053,O60264, DB02670
DT17054,Q9NWZ5,DB01632
DT17055,Q9NWZ5, DB03419
DT17056,Q9NWZ5, DB03685
DT17057,Q9NWZ5, DB04137
DT17058,Q92830,DB01992
DT17059,Q16613,DB01777
DT17060,Q16613, DB02931
DT17061,Q16613, DB03341
DT17062,P00973,DB02987
DT17063,Q86VU5,DB01752
DT17064,Q86VU5, DB03179
DT17065,Q86VU5, DB03923
DT17066,P78330,DB01593
DT17067,P78330, DB03292
DT17068,P78330, DB14487
DT17069,P78330, DB14533
DT17070,P78330, DB14548
DT17071,Q9BZZ2,DB02379
DT17072,Q9BZZ2, DB03721
DT17073,Q01082,DB01373
DT17074,Q01082, DB03401
DT17075,Q15382,DB04137
DT17076,Q15382, DB04315
DT17077,Q99873,DB01752
DT17078,Q13838,DB11638
DT17079,Q9UQB9,DB06134
DT17080,Q9UQB9, DB12010
DT17081,P61587,DB04137
DT17082,Q9UNP4,DB04339
DT17083,Q9UNP4, DB05867
DT17084,Q96I15,DB00114
DT17085,P13611,DB08818
DT17086,Q5SJ28,DB04087
DT17087,O75908,DB01094
DT17088,P01877,DB04676
DT17089,Q6WRI0,DB00114
DT17090,Q96PD5,DB01593
DT17091,Q96PD5, DB09130
DT17092,Q96PD5, DB14487
DT17093,Q96PD5, DB14533
DT17094,Q96PD5, DB14548
DT17095,O75676,DB03247
DT17096,Q53H96,DB00172
DT17097,P60953,DB02623
DT17098,P60953, DB04315
DT17099,P17050,DB09462
DT17100,Q99661,DB04395
DT17101,Q9BVM4,DB01942
DT17102,Q96QT4,DB00179
DT17103,Q96QT4, DB04395
DT17104,Q96QT4, DB04447
DT17105,O14964,DB04272
DT17106,Q96KC2,DB04315
DT17107,Q9UBQ6,DB02196
DT17108,Q9UBQ6, DB03397
DT17109,Q9UBQ6, DB03435
DT17110,O00187,DB04527
DT17111,O00187, DB16418
DT17112,Q9UL51,DB02315
DT17113,Q9UL51, DB02527
DT17114,Q9UL51, DB09083
DT17115,Q9UL54,DB04522
DT17116,Q9UL54, DB12010
DT17117,Q9Y6B6,DB04315
DT17118,Q6NXR0,DB03814
DT17119,Q6NXR0, DB04315
DT17120,P41091,DB04315
DT17121,Q96GD3,DB03345
DT17122,P36405,DB03814
DT17123,P36405, DB04315
DT17124,O00142,DB02452
DT17125,O00142, DB02594
DT17126,O00142, DB03312
DT17127,O00142, DB04485
DT17128,Q9Y646,DB00142
DT17129,P30041,DB03814
DT17130,P30041, DB09130
DT17131,Q75Y35,DB00319
DT17132,Q75Y35, DB00415
DT17133,Q75Y35, DB00447
DT17134,Q75Y35, DB00456
DT17135,Q75Y35, DB00485
DT17136,Q75Y35, DB00567
DT17137,Q75Y35, DB00607
DT17138,Q75Y35, DB00713
DT17139,Q75Y35, DB00739
DT17140,Q75Y35, DB00833
DT17141,Q75Y35, DB00948
DT17142,Q75Y35, DB01000
DT17143,Q75Y35, DB01140
DT17144,Q75Y35, DB01163
DT17145,Q75Y35, DB01330
DT17146,Q75Y35, DB01331
DT17147,Q75Y35, DB01603
DT17148,Q75Y35, DB03313
DT17149,Q75Y35, DB08795
DT17150,Q8DNB6,DB00319
DT17151,Q8DNB6, DB00415
DT17152,Q8DNB6, DB00456
DT17153,Q8DNB6, DB00485
DT17154,Q8DNB6, DB00493
DT17155,Q8DNB6, DB00567
DT17156,Q8DNB6, DB00607
DT17157,Q8DNB6, DB00713
DT17158,Q8DNB6, DB00739
DT17159,Q8DNB6, DB01163
DT17160,Q8DNB6, DB01331
DT17161,Q8DNB6, DB01603
DT17162,Q8DNB6, DB03313
DT17163,Q8DNB6, DB08795
DT17164,Q51504,DB01413
DT17165,Q51504, DB06211
DT17166,Q51504, DB09050
DT17167,Q51504, DB14879
DT17168,Q9X6V3,DB01413
DT17169,Q9X6V3, DB14879
DT17170,P0ADY7,DB00446
DT17171,P0A7V3,DB00759
DT17172,P0A7V3, DB09093
DT17173,P0A7V3, DB12455
DT17174,P0A7W7,DB00759
DT17175,P0A7W7, DB09093
DT17176,P0A7W7, DB12455
DT17177,P02359,DB00759
DT17178,P02359, DB09093
DT17179,P02359, DB12455
DT17180,P02359, DB13092
DT17181,A0A0H2XJ39,DB01053
DT17182,O15111,DB00233
DT17183,O15111, DB00244
DT17184,O15111, DB06151
DT17185,P0C002,DB00634
DT17186,P53848,DB00634
DT17187,Q99835,DB01047
DT17188,Q99835, DB06786
DT17189,Q99835, DB08828
DT17190,Q99835, DB09143
DT17191,Q99835, DB11978
DT17192,Q99456,DB00400
DT17193,Q99456, DB11157
DT17194,P02708,DB00555
DT17195,P02708, DB00565
DT17196,P02708, DB08838
DT17197,Q04782,DB00239
DT17198,A2QLK4,DB00362
DT17199,A2QLK4, DB00520
DT17200,A2QLK4, DB01141
DT17201,Q92206,DB00525
DT17202,Q92206, DB00857
DT17203,P31327,DB06775
DT17204,P00748,DB01593
DT17205,P00748, DB06404
DT17206,P00748, DB06689
DT17207,P00748, DB09228
DT17208,P00748, DB12598
DT17209,P00748, DB14487
DT17210,P54219,DB00206
DT17211,P54219, DB00368
DT17212,P54219, DB01363
DT17213,P54219, DB01442
DT17214,P54219, DB01577
DT17215,Q92637,DB00028
DT17216,P0C0L4,DB00028
DT17217,P0C0L5,DB00028
DT17218,P0C0L5, DB01593
DT17219,P0C0L5, DB09130
DT17220,P0C0L5, DB14487
DT17221,P0C0L5, DB14533
DT17222,P0C0L5, DB14548
DT17223,P47898,DB00246
DT17224,P47898, DB00408
DT17225,P47898, DB01238
DT17226,P47898, DB06216
DT17227,P01106,DB00945
DT17228,P01106, DB01093
DT17229,P01106, DB03756
DT17230,P01106, DB08813
DT17231,Q14697,DB00491
DT17232,Q8TET4,DB00491
DT17233,B0B3C9,DB05521
DT17234,B0B3C9, DB08873
DT17235,B0B3C9, DB09297
DT17236,B0B3C9, DB11575
DT17237,B0B3C9, DB12026
DT17238,O75330,DB08818
DT17239,P49190,DB05829
DT17240,Q14542,DB00898
DT17241,Q9UQQ2,DB06589
DT17242,P16389,DB06637
DT17243,P22001,DB00845
DT17244,P22001, DB06637
DT17245,P22460,DB06217
DT17246,P22460, DB06637
DT17247,P22460, DB11633
DT17248,P17658,DB06637
DT17249,Q96RP8,DB06637
DT17250,Q16322,DB06637
DT17251,Q14721,DB06637
DT17252,Q92953,DB06637
DT17253,P48547,DB06637
DT17254,Q96PR1,DB06637
DT17255,Q14003,DB06637
DT17256,Q9NSA2,DB06637
DT17257,Q13882,DB05294
DT17258,Q13882, DB11800
DT17259,Q13882, DB12010
DT17260,Q13882, DB15035
DT17261,Q18BX5,DB08874
DT17262,P48066,DB08848
DT17263,P01583,DB06372
DT17264,P18510,DB06372
DT17265,P49765,DB08885
DT17266,P28065,DB08889
DT17267,P40306,DB08889
DT17268,P28062,DB08889
DT17269,Q16832,DB00619
DT17270,Q16832, DB08896
DT17271,Q16832, DB12010
DT17272,P42685,DB01254
DT17273,P42685, DB08896
DT17274,P42685, DB12010
DT17275,P42685, DB15035
DT17276,P11274,DB00619
DT17277,P11274, DB01254
DT17278,P11274, DB06616
DT17279,P11274, DB08901
DT17280,P36507,DB06616
DT17281,P36507, DB08911
DT17282,P36507, DB11689
DT17283,P36507, DB11967
DT17284,P36507, DB12010
DT17285,Q9Y2U5,DB06616
DT17286,Q9Y2U5, DB12010
DT17287,Q5XXA6,DB04941
DT17288,P13423,DB08902
DT17289,P13423, DB09057
DT17290,P9WPS1,DB08903
DT17291,P20276,DB04865
DT17292,P31639,DB06292
DT17293,P31639, DB08907
DT17294,P31639, DB09038
DT17295,P31639, DB11827
DT17296,P31639, DB12713
DT17297,P13866,DB12713
DT17298,Q96SW2,DB00480
DT17299,Q96SW2, DB01041
DT17300,Q96SW2, DB08910
DT17301,Q14145,DB08908
DT17302,P57059,DB08912
DT17303,P57059, DB12010
DT17304,Q8NG66,DB08912
DT17305,Q8NG66, DB12010
DT17306,P53667,DB08912
DT17307,P53667, DB12010
DT17308,Q9UHC3,DB08838
DT17309,Q9UM01,DB13146
DT17310,Q15303,DB08916
DT17311,Q15303, DB12010
DT17312,Q15303, DB12267
DT17313,Q15303, DB15035
DT17314,Q7RTT9,DB01104
DT17315,Q9NSD5,DB08848
DT17316,P48065,DB08848
DT17317,P04731,DB00435
DT17318,P04731, DB01593
DT17319,P04731, DB14487
DT17320,P04731, DB14533
DT17321,P04731, DB14548
DT17322,P02795,DB01593
DT17323,P02795, DB14487
DT17324,P02795, DB14533
DT17325,P02795, DB14548
DT17326,Q96S37,DB01138
DT17327,Q96S37, DB11560
DT17328,Q08460,DB08837
DT17329,F1L7U3,DB00518
DT17330,P01903,DB05121
DT17331,P01903, DB11294
DT17332,P79483,DB05121
DT17333,P79483, DB11294
DT17334,P13762,DB05121
DT17335,P13762, DB11294
DT17336,Q30154,DB05121
DT17337,Q30154, DB11294
DT17338,P01911,DB05121
DT17339,P01911, DB11294
DT17340,P0CK31,DB03958
DT17341,P0DJ06,DB03090
DT17342,P0DJ06, DB03241
DT17343,P0DJ06, DB03659
DT17344,P0DJ06, DB04387
DT17345,P0DJ06, DB04451
DT17346,P0CI79,DB03761
DT17347,P14867,DB00186
DT17348,P14867, DB00189
DT17349,P14867, DB00228
DT17350,P14867, DB00231
DT17351,P14867, DB00237
DT17352,P14867, DB00241
DT17353,P14867, DB00252
DT17357,P14867, DB00349
DT17360,P14867, DB00404
DT17362,P14867, DB00475
DT17364,P14867, DB00546
DT17365,P14867, DB00555
DT17366,P14867, DB00603
DT17367,P14867, DB00628
DT17368,P14867, DB00683
DT17369,P14867, DB00690
DT17372,P14867, DB00801
DT17373,P14867, DB00818
DT17374,P14867, DB00829
DT17375,P14867, DB00842
DT17376,P14867, DB00897
DT17378,P14867, DB01043
DT17379,P14867, DB01068
DT17382,P14867, DB01189
DT17384,P14867, DB01215
DT17385,P14867, DB01236
DT17387,P14867, DB01489
DT17388,P14867, DB01511
DT17389,P14867, DB01544
DT17390,P14867, DB01545
DT17391,P14867, DB01553
DT17392,P14867, DB01558
DT17393,P14867, DB01559
DT17394,P14867, DB01587
DT17395,P14867, DB01588
DT17396,P14867, DB01589
DT17397,P14867, DB01594
DT17398,P14867, DB01595
DT17399,P14867, DB01708
DT17400,P14867, DB01956
DT17401,P14867, DB05087
DT17402,P14867, DB09017
DT17403,P14867, DB09118
DT17404,P14867, DB09166
DT17405,P14867, DB11582
DT17406,P14867, DB11859
DT17407,P14867, DB11901
DT17408,P14867, DB12404
DT17409,P14867, DB12537
DT17410,P14867, DB13335
DT17411,P14867, DB13437
DT17412,P14867, DB13643
DT17413,P14867, DB13837
DT17414,P14867, DB13872
DT17415,P14867, DB14028
DT17416,P14867, DB14672
DT17417,P14867, DB14715
DT17418,P14867, DB14719
DT17419,P14867, DB15489
DT17420,P47869,DB00186
DT17421,P47869, DB00189
DT17422,P47869, DB00228
DT17423,P47869, DB00231
DT17424,P47869, DB00237
DT17425,P47869, DB00241
DT17426,P47869, DB00252
DT17427,P47869, DB00292
DT17430,P47869, DB00349
DT17433,P47869, DB00404
DT17435,P47869, DB00475
DT17436,P47869, DB00543
DT17437,P47869, DB00546
DT17438,P47869, DB00555
DT17439,P47869, DB00603
DT17440,P47869, DB00628
DT17441,P47869, DB00683
DT17442,P47869, DB00690
DT17443,P47869, DB00753
DT17445,P47869, DB00801
DT17446,P47869, DB00818
DT17447,P47869, DB00829
DT17448,P47869, DB00842
DT17449,P47869, DB00897
DT17450,P47869, DB01028
DT17451,P47869, DB01043
DT17452,P47869, DB01068
DT17453,P47869, DB01107
DT17454,P47869, DB01159
DT17455,P47869, DB01189
DT17456,P47869, DB01205
DT17457,P47869, DB01215
DT17458,P47869, DB01236
DT17459,P47869, DB01437
DT17460,P47869, DB01489
DT17461,P47869, DB01511
DT17462,P47869, DB01544
DT17463,P47869, DB01545
DT17464,P47869, DB01553
DT17465,P47869, DB01558
DT17466,P47869, DB01559
DT17467,P47869, DB01587
DT17468,P47869, DB01588
DT17469,P47869, DB01589
DT17470,P47869, DB01594
DT17471,P47869, DB01595
DT17472,P47869, DB01708
DT17473,P47869, DB01956
DT17474,P47869, DB05087
DT17475,P47869, DB09017
DT17476,P47869, DB09118
DT17477,P47869, DB09166
DT17478,P47869, DB11582
DT17479,P47869, DB11859
DT17480,P47869, DB11901
DT17481,P47869, DB12404
DT17482,P47869, DB12537
DT17483,P47869, DB13335
DT17484,P47869, DB13437
DT17485,P47869, DB13643
DT17486,P47869, DB13837
DT17487,P47869, DB13872
DT17488,P47869, DB14028
DT17489,P47869, DB14672
DT17490,P47869, DB14715
DT17491,P47869, DB14719
DT17492,P47869, DB15489
DT17493,P34903,DB00186
DT17494,P34903, DB00189
DT17495,P34903, DB00228
DT17496,P34903, DB00231
DT17497,P34903, DB00237
DT17498,P34903, DB00241
DT17499,P34903, DB00252
DT17500,P34903, DB00292
DT17503,P34903, DB00349
DT17506,P34903, DB00404
DT17508,P34903, DB00475
DT17509,P34903, DB00543
DT17510,P34903, DB00546
DT17511,P34903, DB00555
DT17512,P34903, DB00603
DT17513,P34903, DB00628
DT17514,P34903, DB00683
DT17515,P34903, DB00690
DT17516,P34903, DB00753
DT17518,P34903, DB00801
DT17519,P34903, DB00818
DT17520,P34903, DB00829
DT17521,P34903, DB00842
DT17522,P34903, DB00897
DT17523,P34903, DB01028
DT17524,P34903, DB01043
DT17525,P34903, DB01068
DT17526,P34903, DB01107
DT17527,P34903, DB01159
DT17528,P34903, DB01189
DT17529,P34903, DB01205
DT17530,P34903, DB01215
DT17531,P34903, DB01236
DT17532,P34903, DB01437
DT17533,P34903, DB01489
DT17534,P34903, DB01511
DT17535,P34903, DB01544
DT17536,P34903, DB01545
DT17537,P34903, DB01553
DT17538,P34903, DB01558
DT17539,P34903, DB01559
DT17540,P34903, DB01587
DT17541,P34903, DB01588
DT17542,P34903, DB01589
DT17543,P34903, DB01594
DT17544,P34903, DB01595
DT17545,P34903, DB01708
DT17546,P34903, DB01956
DT17547,P34903, DB05087
DT17548,P34903, DB09017
DT17549,P34903, DB09118
DT17550,P34903, DB09166
DT17551,P34903, DB11582
DT17552,P34903, DB11859
DT17553,P34903, DB11901
DT17554,P34903, DB12404
DT17555,P34903, DB12537
DT17556,P34903, DB13335
DT17557,P34903, DB13437
DT17558,P34903, DB13643
DT17559,P34903, DB13837
DT17560,P34903, DB13872
DT17561,P34903, DB14028
DT17562,P34903, DB14672
DT17563,P34903, DB14715
DT17564,P34903, DB14719
DT17565,P34903, DB15489
DT17566,P48169,DB00186
DT17567,P48169, DB00189
DT17568,P48169, DB00228
DT17569,P48169, DB00231
DT17570,P48169, DB00237
DT17571,P48169, DB00241
DT17572,P48169, DB00252
DT17573,P48169, DB00292
DT17576,P48169, DB00349
DT17578,P48169, DB00402
DT17579,P48169, DB00404
DT17581,P48169, DB00475
DT17582,P48169, DB00543
DT17583,P48169, DB00546
DT17584,P48169, DB00555
DT17585,P48169, DB00603
DT17586,P48169, DB00628
DT17587,P48169, DB00683
DT17588,P48169, DB00690
DT17589,P48169, DB00753
DT17591,P48169, DB00801
DT17592,P48169, DB00818
DT17593,P48169, DB00829
DT17594,P48169, DB00842
DT17595,P48169, DB00897
DT17596,P48169, DB01028
DT17597,P48169, DB01043
DT17598,P48169, DB01068
DT17599,P48169, DB01107
DT17600,P48169, DB01159
DT17601,P48169, DB01189
DT17602,P48169, DB01205
DT17603,P48169, DB01215
DT17604,P48169, DB01236
DT17605,P48169, DB01437
DT17606,P48169, DB01489
DT17607,P48169, DB01511
DT17608,P48169, DB01544
DT17609,P48169, DB01545
DT17610,P48169, DB01553
DT17611,P48169, DB01558
DT17612,P48169, DB01559
DT17613,P48169, DB01587
DT17614,P48169, DB01588
DT17615,P48169, DB01589
DT17616,P48169, DB01594
DT17617,P48169, DB01595
DT17618,P48169, DB01708
DT17619,P48169, DB01956
DT17620,P48169, DB05087
DT17621,P48169, DB09017
DT17622,P48169, DB09118
DT17623,P48169, DB09166
DT17624,P48169, DB11582
DT17625,P48169, DB11859
DT17626,P48169, DB11901
DT17627,P48169, DB12404
DT17628,P48169, DB12537
DT17629,P48169, DB13335
DT17630,P48169, DB13437
DT17631,P48169, DB13643
DT17632,P48169, DB13837
DT17633,P48169, DB13872
DT17634,P48169, DB14028
DT17635,P48169, DB14672
DT17636,P48169, DB14715
DT17637,P48169, DB14719
DT17638,P48169, DB15489
DT17639,P31644,DB00186
DT17640,P31644, DB00189
DT17641,P31644, DB00228
DT17642,P31644, DB00231
DT17643,P31644, DB00237
DT17644,P31644, DB00241
DT17645,P31644, DB00252
DT17646,P31644, DB00292
DT17649,P31644, DB00349
DT17652,P31644, DB00404
DT17654,P31644, DB00475
DT17655,P31644, DB00543
DT17656,P31644, DB00546
DT17657,P31644, DB00555
DT17658,P31644, DB00603
DT17659,P31644, DB00628
DT17660,P31644, DB00683
DT17661,P31644, DB00690
DT17662,P31644, DB00753
DT17664,P31644, DB00801
DT17665,P31644, DB00818
DT17666,P31644, DB00829
DT17667,P31644, DB00842
DT17668,P31644, DB00897
DT17669,P31644, DB01028
DT17670,P31644, DB01043
DT17671,P31644, DB01068
DT17672,P31644, DB01107
DT17673,P31644, DB01159
DT17674,P31644, DB01189
DT17676,P31644, DB01215
DT17677,P31644, DB01236
DT17678,P31644, DB01437
DT17679,P31644, DB01489
DT17680,P31644, DB01511
DT17681,P31644, DB01544
DT17682,P31644, DB01545
DT17683,P31644, DB01553
DT17684,P31644, DB01558
DT17685,P31644, DB01559
DT17686,P31644, DB01587
DT17687,P31644, DB01588
DT17688,P31644, DB01589
DT17689,P31644, DB01594
DT17690,P31644, DB01595
DT17691,P31644, DB01708
DT17692,P31644, DB01956
DT17693,P31644, DB05087
DT17694,P31644, DB09017
DT17695,P31644, DB09118
DT17696,P31644, DB09166
